timestamp,product_category,quantity_sold,price,competitor_price,promotions,inventory_level,day_of_week,month,is_weekend,is_holiday,season
2023-01-08,Food & Grocery,126,24.44,22.94,0,801,6,1,1,0,Winter
2023-01-08,Home & Kitchen,22,114.31,137.71,0,198,6,1,1,0,Winter
2023-01-09,Beauty,65,34.81,35.69,0,269,0,1,0,0,Winter
2023-01-09,Electronics,41,481.42,440.77,0,201,0,1,0,0,Winter
2023-01-09,Fashion,92,80.92,78.25,0,390,0,1,0,0,Winter
2023-01-09,Food & Grocery,236,18.71,21.29,1,1248,0,1,0,0,Winter
2023-01-09,Home & Kitchen,33,121.65,128.42,0,239,0,1,0,0,Winter
2023-01-10,Beauty,43,34.86,36.22,0,331,1,1,0,0,Winter
2023-01-10,Electronics,35,468.27,454.15,0,333,1,1,0,0,Winter
2023-01-10,Fashion,81,81.48,88.34,0,484,1,1,0,0,Winter
2023-01-10,Food & Grocery,96,24.98,25.78,0,633,1,1,0,0,Winter
2023-01-10,Home & Kitchen,27,121.54,117.73,0,188,1,1,0,0,Winter
2023-01-11,Beauty,56,35.48,33.92,0,295,2,1,0,0,Winter
2023-01-11,Electronics,99,374.35,406.71,1,421,2,1,0,0,Winter
2023-01-11,Fashion,75,82.09,85.05,0,408,2,1,0,0,Winter
2023-01-11,Food & Grocery,119,24.46,21.24,0,614,2,1,0,0,Winter
2023-01-11,Home & Kitchen,32,117.19,125.16,0,220,2,1,0,0,Winter
2023-01-12,Beauty,61,33.23,32.11,0,368,3,1,0,0,Winter
2023-01-12,Electronics,39,448.84,485.59,0,274,3,1,0,0,Winter
2023-01-12,Fashion,62,88.41,83.37,0,434,3,1,0,0,Winter
2023-01-12,Food & Grocery,229,20.2,25.96,1,1000,3,1,0,0,Winter
2023-01-12,Home & Kitchen,28,116.61,114.62,0,125,3,1,0,0,Winter
2023-01-13,Beauty,51,37.1,30.88,0,349,4,1,0,0,Winter
2023-01-13,Electronics,62,433.2,410.0,0,251,4,1,0,0,Winter
2023-01-13,Fashion,75,83.34,89.66,0,392,4,1,0,0,Winter
2023-01-13,Food & Grocery,227,18.32,27.03,1,988,4,1,0,0,Winter
2023-01-13,Home & Kitchen,37,124.81,134.98,0,211,4,1,0,0,Winter
2023-01-14,Beauty,54,34.67,34.0,0,424,5,1,1,0,Winter
2023-01-14,Electronics,23,456.05,374.15,0,188,5,1,1,0,Winter
2023-01-14,Fashion,81,86.82,87.05,0,370,5,1,1,0,Winter
2023-01-14,Food & Grocery,126,25.13,24.16,0,511,5,1,1,0,Winter
2023-01-14,Home & Kitchen,18,118.08,115.06,0,200,5,1,1,0,Winter
2023-01-15,Beauty,68,36.31,33.18,0,408,6,1,1,0,Winter
2023-01-15,Electronics,31,472.52,400.33,0,216,6,1,1,0,Winter
2023-01-15,Fashion,78,84.13,84.31,0,370,6,1,1,0,Winter
2023-01-15,Food & Grocery,107,24.68,25.79,0,644,6,1,1,0,Winter
2023-01-15,Home & Kitchen,19,117.43,104.2,0,158,6,1,1,0,Winter
2023-01-16,Beauty,55,35.81,31.01,0,328,0,1,0,0,Winter
2023-01-16,Electronics,92,370.52,438.97,1,300,0,1,0,0,Winter
2023-01-16,Fashion,78,86.65,84.88,0,333,0,1,0,0,Winter
2023-01-16,Food & Grocery,220,22.98,27.02,1,748,0,1,0,0,Winter
2023-01-16,Home & Kitchen,28,118.74,107.73,0,151,0,1,0,0,Winter
2023-01-17,Beauty,45,35.01,35.71,0,380,1,1,0,0,Winter
2023-01-17,Electronics,39,462.57,530.89,0,209,1,1,0,0,Winter
2023-01-17,Fashion,77,82.65,92.27,0,539,1,1,0,0,Winter
2023-01-17,Food & Grocery,236,18.0,25.03,1,1279,1,1,0,0,Winter
2023-01-17,Home & Kitchen,38,113.58,121.0,0,139,1,1,0,0,Winter
2023-01-18,Beauty,49,35.33,30.93,0,330,2,1,0,0,Winter
2023-01-18,Electronics,40,456.9,467.61,0,330,2,1,0,0,Winter
2023-01-18,Fashion,64,87.8,83.88,0,595,2,1,0,0,Winter
2023-01-18,Food & Grocery,123,24.15,24.05,0,839,2,1,0,0,Winter
2023-01-18,Home & Kitchen,35,117.74,123.74,0,167,2,1,0,0,Winter
2023-01-19,Beauty,55,35.29,31.47,0,440,3,1,0,0,Winter
2023-01-19,Electronics,44,450.48,528.92,0,339,3,1,0,0,Winter
2023-01-19,Fashion,69,84.08,80.84,0,359,3,1,0,0,Winter
2023-01-19,Food & Grocery,87,24.98,25.56,0,893,3,1,0,0,Winter
2023-01-19,Home & Kitchen,26,122.4,108.22,0,131,3,1,0,0,Winter
2023-01-20,Beauty,50,33.99,36.85,0,280,4,1,0,0,Winter
2023-01-20,Electronics,43,438.75,424.9,0,209,4,1,0,0,Winter
2023-01-20,Fashion,84,81.08,88.31,0,528,4,1,0,0,Winter
2023-01-20,Food & Grocery,92,26.41,24.58,0,691,4,1,0,0,Winter
2023-01-20,Home & Kitchen,65,105.81,107.09,1,211,4,1,0,0,Winter
2023-01-21,Beauty,56,34.88,34.88,0,448,5,1,1,0,Winter
2023-01-21,Electronics,27,454.18,476.53,0,217,5,1,1,0,Winter
2023-01-21,Fashion,84,88.06,87.46,0,459,5,1,1,0,Winter
2023-01-21,Food & Grocery,252,19.47,26.54,1,889,5,1,1,0,Winter
2023-01-21,Home & Kitchen,24,117.44,136.45,0,215,5,1,1,0,Winter
2023-01-22,Beauty,51,35.7,33.69,0,374,6,1,1,0,Winter
2023-01-22,Electronics,42,429.34,460.33,0,302,6,1,1,0,Winter
2023-01-22,Fashion,102,84.23,80.9,0,390,6,1,1,0,Winter
2023-01-22,Food & Grocery,129,24.79,24.16,0,577,6,1,1,0,Winter
2023-01-22,Home & Kitchen,23,120.44,121.57,0,170,6,1,1,0,Winter
2023-01-23,Beauty,50,35.43,35.41,0,356,0,1,0,0,Winter
2023-01-23,Electronics,50,420.57,451.62,0,292,0,1,0,0,Winter
2023-01-23,Fashion,68,83.58,91.85,0,556,0,1,0,0,Winter
2023-01-23,Food & Grocery,99,24.2,26.14,0,827,0,1,0,0,Winter
2023-01-23,Home & Kitchen,37,118.06,126.51,0,221,0,1,0,0,Winter
2023-01-24,Beauty,53,33.58,32.22,0,318,1,1,0,0,Winter
2023-01-24,Electronics,33,453.06,509.36,0,291,1,1,0,0,Winter
2023-01-24,Fashion,74,81.43,71.88,0,352,1,1,0,0,Winter
2023-01-24,Food & Grocery,106,25.06,27.83,0,519,1,1,0,0,Winter
2023-01-24,Home & Kitchen,28,124.41,138.95,0,207,1,1,0,0,Winter
2023-01-25,Beauty,49,36.01,35.95,0,372,2,1,0,0,Winter
2023-01-25,Electronics,95,333.43,437.84,1,492,2,1,0,0,Winter
2023-01-25,Fashion,59,88.52,83.6,0,521,2,1,0,0,Winter
2023-01-25,Food & Grocery,121,24.11,24.09,0,580,2,1,0,0,Winter
2023-01-25,Home & Kitchen,26,112.79,113.48,0,210,2,1,0,0,Winter
2023-01-26,Beauty,95,26.39,31.76,1,409,3,1,0,0,Winter
2023-01-26,Electronics,42,445.09,398.29,0,267,3,1,0,0,Winter
2023-01-26,Fashion,71,85.93,88.55,0,394,3,1,0,0,Winter
2023-01-26,Food & Grocery,105,24.49,23.22,0,474,3,1,0,0,Winter
2023-01-26,Home & Kitchen,66,87.48,127.36,1,339,3,1,0,0,Winter
2023-01-27,Beauty,54,33.95,40.89,0,316,4,1,0,0,Winter
2023-01-27,Electronics,57,414.2,387.99,0,200,4,1,0,0,Winter
2023-01-27,Fashion,63,87.0,77.34,0,420,4,1,0,0,Winter
2023-01-27,Food & Grocery,105,25.73,28.79,0,657,4,1,0,0,Winter
2023-01-27,Home & Kitchen,35,115.74,121.04,0,167,4,1,0,0,Winter
2023-01-28,Beauty,67,33.61,34.92,0,308,5,1,1,0,Winter
2023-01-28,Electronics,27,443.49,494.97,0,250,5,1,1,0,Winter
2023-01-28,Fashion,97,86.66,90.05,0,315,5,1,1,0,Winter
2023-01-28,Food & Grocery,104,25.63,21.06,0,835,5,1,1,0,Winter
2023-01-28,Home & Kitchen,22,125.83,124.36,0,123,5,1,1,0,Winter
2023-01-29,Beauty,83,35.92,35.95,0,407,6,1,1,0,Winter
2023-01-29,Electronics,32,460.18,438.7,0,356,6,1,1,0,Winter
2023-01-29,Fashion,97,83.28,88.43,0,391,6,1,1,0,Winter
2023-01-29,Food & Grocery,112,25.32,26.1,0,690,6,1,1,0,Winter
2023-01-29,Home & Kitchen,22,117.98,119.73,0,194,6,1,1,0,Winter
2023-01-30,Beauty,52,34.67,34.42,0,306,0,1,0,0,Winter
2023-01-30,Electronics,45,459.75,536.08,0,208,0,1,0,0,Winter
2023-01-30,Fashion,64,80.58,92.33,0,356,0,1,0,0,Winter
2023-01-30,Food & Grocery,87,26.11,23.64,0,520,0,1,0,0,Winter
2023-01-30,Home & Kitchen,35,114.22,119.71,0,215,0,1,0,0,Winter
2023-01-31,Beauty,40,35.78,34.05,0,267,1,1,0,0,Winter
2023-01-31,Electronics,49,447.25,427.88,0,215,1,1,0,0,Winter
2023-01-31,Fashion,58,90.69,71.67,0,584,1,1,0,0,Winter
2023-01-31,Food & Grocery,93,24.06,27.8,0,639,1,1,0,0,Winter
2023-01-31,Home & Kitchen,28,119.22,117.49,0,141,1,1,0,0,Winter
2023-02-01,Beauty,40,37.2,29.9,0,259,2,2,0,0,Winter
2023-02-01,Electronics,45,470.47,436.2,0,265,2,2,0,0,Winter
2023-02-01,Fashion,83,89.55,88.04,0,501,2,2,0,0,Winter
2023-02-01,Food & Grocery,98,24.39,27.2,0,665,2,2,0,0,Winter
2023-02-01,Home & Kitchen,26,115.1,102.87,0,209,2,2,0,0,Winter
2023-02-02,Beauty,41,34.8,33.51,0,328,3,2,0,0,Winter
2023-02-02,Electronics,118,337.92,400.32,1,480,3,2,0,0,Winter
2023-02-02,Fashion,62,85.84,83.2,0,417,3,2,0,0,Winter
2023-02-02,Food & Grocery,91,25.74,22.09,0,498,3,2,0,0,Winter
2023-02-02,Home & Kitchen,29,123.22,96.03,0,148,3,2,0,0,Winter
2023-02-03,Beauty,57,35.77,29.45,0,281,4,2,0,0,Winter
2023-02-03,Electronics,46,461.34,460.66,0,228,4,2,0,0,Winter
2023-02-03,Fashion,75,81.0,78.84,0,584,4,2,0,0,Winter
2023-02-03,Food & Grocery,90,25.77,19.46,0,467,4,2,0,0,Winter
2023-02-03,Home & Kitchen,34,119.48,115.3,0,136,4,2,0,0,Winter
2023-02-04,Beauty,57,35.56,45.2,0,415,5,2,1,0,Winter
2023-02-04,Electronics,74,314.01,492.42,1,322,5,2,1,0,Winter
2023-02-04,Fashion,72,86.15,87.73,0,577,5,2,1,0,Winter
2023-02-04,Food & Grocery,111,25.14,27.83,0,831,5,2,1,0,Winter
2023-02-04,Home & Kitchen,49,102.22,136.3,1,231,5,2,1,0,Winter
2023-02-05,Beauty,41,37.51,31.15,0,368,6,2,1,0,Winter
2023-02-05,Electronics,36,449.77,462.74,0,348,6,2,1,0,Winter
2023-02-05,Fashion,93,78.84,90.51,0,371,6,2,1,0,Winter
2023-02-05,Food & Grocery,144,23.8,25.34,0,585,6,2,1,0,Winter
2023-02-05,Home & Kitchen,20,124.58,126.44,0,201,6,2,1,0,Winter
2023-02-06,Beauty,60,35.27,38.59,0,424,0,2,0,0,Winter
2023-02-06,Electronics,51,429.74,403.86,0,281,0,2,0,0,Winter
2023-02-06,Fashion,61,87.23,80.45,0,524,0,2,0,0,Winter
2023-02-06,Food & Grocery,285,17.67,23.68,1,789,0,2,0,0,Winter
2023-02-06,Home & Kitchen,36,118.32,148.5,0,147,0,2,0,0,Winter
2023-02-07,Beauty,52,36.15,37.2,0,364,1,2,0,0,Winter
2023-02-07,Electronics,111,399.5,407.68,1,426,1,2,0,0,Winter
2023-02-07,Fashion,64,83.68,92.77,0,440,1,2,0,0,Winter
2023-02-07,Food & Grocery,95,24.21,22.37,0,634,1,2,0,0,Winter
2023-02-07,Home & Kitchen,30,115.28,128.05,0,222,1,2,0,0,Winter
2023-02-08,Beauty,57,34.53,34.86,0,298,2,2,0,0,Winter
2023-02-08,Electronics,48,443.91,453.24,0,265,2,2,0,0,Winter
2023-02-08,Fashion,64,88.73,91.88,0,454,2,2,0,0,Winter
2023-02-08,Food & Grocery,97,25.03,27.4,0,899,2,2,0,0,Winter
2023-02-08,Home & Kitchen,35,121.09,132.19,0,131,2,2,0,0,Winter
2023-02-09,Beauty,49,35.03,31.09,0,229,3,2,0,0,Winter
2023-02-09,Electronics,38,462.59,471.78,0,295,3,2,0,0,Winter
2023-02-09,Fashion,69,82.77,83.08,0,539,3,2,0,0,Winter
2023-02-09,Food & Grocery,98,24.48,24.58,0,831,3,2,0,0,Winter
2023-02-09,Home & Kitchen,29,119.07,137.74,0,160,3,2,0,0,Winter
2023-02-10,Beauty,37,34.18,31.02,0,280,4,2,0,0,Winter
2023-02-10,Electronics,56,453.91,457.08,0,212,4,2,0,0,Winter
2023-02-10,Fashion,70,81.95,75.95,0,448,4,2,0,0,Winter
2023-02-10,Food & Grocery,134,24.58,27.68,0,868,4,2,0,0,Winter
2023-02-10,Home & Kitchen,34,118.36,121.22,0,172,4,2,0,0,Winter
2023-02-11,Beauty,57,34.29,32.19,0,433,5,2,1,0,Winter
2023-02-11,Electronics,33,456.88,474.83,0,332,5,2,1,0,Winter
2023-02-11,Fashion,86,82.21,93.73,0,554,5,2,1,0,Winter
2023-02-11,Food & Grocery,138,24.32,22.82,0,663,5,2,1,0,Winter
2023-02-11,Home & Kitchen,29,122.64,99.37,0,175,5,2,1,0,Winter
2023-02-12,Beauty,60,34.7,35.69,0,302,6,2,1,0,Winter
2023-02-12,Electronics,30,462.26,395.88,0,297,6,2,1,0,Winter
2023-02-12,Fashion,82,84.77,81.34,0,424,6,2,1,0,Winter
2023-02-12,Food & Grocery,126,25.07,25.98,0,804,6,2,1,0,Winter
2023-02-12,Home & Kitchen,23,113.18,122.61,0,149,6,2,1,0,Winter
2023-02-13,Beauty,58,34.58,35.4,0,270,0,2,0,0,Winter
2023-02-13,Electronics,112,358.46,386.78,1,535,0,2,0,0,Winter
2023-02-13,Fashion,68,85.41,84.76,0,327,0,2,0,0,Winter
2023-02-13,Food & Grocery,106,26.44,23.09,0,612,0,2,0,0,Winter
2023-02-13,Home & Kitchen,41,115.2,102.34,0,153,0,2,0,0,Winter
2023-02-14,Beauty,92,30.12,35.19,1,451,1,2,0,0,Winter
2023-02-14,Electronics,55,433.47,502.15,0,222,1,2,0,0,Winter
2023-02-14,Fashion,66,82.21,72.7,0,402,1,2,0,0,Winter
2023-02-14,Food & Grocery,95,25.58,24.76,0,689,1,2,0,0,Winter
2023-02-14,Home & Kitchen,22,121.91,117.65,0,124,1,2,0,0,Winter
2023-02-15,Beauty,53,35.05,32.17,0,282,2,2,0,0,Winter
2023-02-15,Electronics,59,451.28,485.31,0,235,2,2,0,0,Winter
2023-02-15,Fashion,70,86.97,82.62,0,539,2,2,0,0,Winter
2023-02-15,Food & Grocery,93,25.07,30.84,0,803,2,2,0,0,Winter
2023-02-15,Home & Kitchen,28,123.28,122.38,0,167,2,2,0,0,Winter
2023-02-16,Beauty,50,34.11,31.23,0,318,3,2,0,0,Winter
2023-02-16,Electronics,52,445.52,571.68,0,281,3,2,0,0,Winter
2023-02-16,Fashion,63,84.84,91.22,0,335,3,2,0,0,Winter
2023-02-16,Food & Grocery,239,20.95,20.34,1,1315,3,2,0,0,Winter
2023-02-16,Home & Kitchen,43,116.6,135.61,0,177,3,2,0,0,Winter
2023-02-17,Beauty,68,33.44,35.32,0,362,4,2,0,0,Winter
2023-02-17,Electronics,39,459.8,408.1,0,246,4,2,0,0,Winter
2023-02-17,Fashion,71,82.93,80.41,0,531,4,2,0,0,Winter
2023-02-17,Food & Grocery,110,25.36,22.31,0,602,4,2,0,0,Winter
2023-02-17,Home & Kitchen,21,122.2,114.79,0,203,4,2,0,0,Winter
2023-02-18,Beauty,52,33.06,33.41,0,232,5,2,1,0,Winter
2023-02-18,Electronics,34,445.88,505.32,0,307,5,2,1,0,Winter
2023-02-18,Fashion,175,75.64,94.91,1,876,5,2,1,0,Winter
2023-02-18,Food & Grocery,110,26.41,23.63,0,674,5,2,1,0,Winter
2023-02-18,Home & Kitchen,19,120.89,133.02,0,227,5,2,1,0,Winter
2023-02-19,Beauty,59,35.43,42.82,0,342,6,2,1,0,Winter
2023-02-19,Electronics,54,350.1,552.48,1,423,6,2,1,0,Winter
2023-02-19,Fashion,62,87.37,106.87,0,550,6,2,1,0,Winter
2023-02-19,Food & Grocery,145,23.34,28.67,0,510,6,2,1,0,Winter
2023-02-19,Home & Kitchen,11,121.33,114.08,0,178,6,2,1,0,Winter
2023-02-20,Beauty,43,34.63,36.68,0,334,0,2,0,0,Winter
2023-02-20,Electronics,52,451.14,574.53,0,188,0,2,0,0,Winter
2023-02-20,Fashion,59,87.07,76.76,0,377,0,2,0,0,Winter
2023-02-20,Food & Grocery,261,21.72,24.71,1,739,0,2,0,0,Winter
2023-02-20,Home & Kitchen,32,120.71,105.78,0,149,0,2,0,0,Winter
2023-02-21,Beauty,69,33.27,36.02,0,343,1,2,0,0,Winter
2023-02-21,Electronics,44,446.3,485.57,0,285,1,2,0,0,Winter
2023-02-21,Fashion,63,84.89,68.33,0,348,1,2,0,0,Winter
2023-02-21,Food & Grocery,94,25.83,28.39,0,716,1,2,0,0,Winter
2023-02-21,Home & Kitchen,36,117.68,127.06,0,198,1,2,0,0,Winter
2023-02-22,Beauty,65,35.81,37.87,0,287,2,2,0,0,Winter
2023-02-22,Electronics,46,444.12,454.54,0,214,2,2,0,0,Winter
2023-02-22,Fashion,84,82.4,85.87,0,531,2,2,0,0,Winter
2023-02-22,Food & Grocery,106,23.56,21.85,0,826,2,2,0,0,Winter
2023-02-22,Home & Kitchen,32,119.53,120.84,0,182,2,2,0,0,Winter
2023-02-23,Beauty,59,32.7,33.08,0,380,3,2,0,0,Winter
2023-02-23,Electronics,55,458.94,450.73,0,344,3,2,0,0,Winter
2023-02-23,Fashion,80,84.29,100.44,0,475,3,2,0,0,Winter
2023-02-23,Food & Grocery,86,25.68,24.23,0,468,3,2,0,0,Winter
2023-02-23,Home & Kitchen,23,124.96,119.97,0,236,3,2,0,0,Winter
2023-02-24,Beauty,42,35.83,34.84,0,232,4,2,0,0,Winter
2023-02-24,Electronics,113,351.94,474.99,1,436,4,2,0,0,Winter
2023-02-24,Fashion,61,89.83,90.8,0,301,4,2,0,0,Winter
2023-02-24,Food & Grocery,102,24.67,19.79,0,797,4,2,0,0,Winter
2023-02-24,Home & Kitchen,22,120.52,117.9,0,134,4,2,0,0,Winter
2023-02-25,Beauty,68,35.32,37.18,0,415,5,2,1,0,Winter
2023-02-25,Electronics,42,450.62,509.77,0,221,5,2,1,0,Winter
2023-02-25,Fashion,82,90.8,90.44,0,448,5,2,1,0,Winter
2023-02-25,Food & Grocery,112,25.78,23.64,0,828,5,2,1,0,Winter
2023-02-25,Home & Kitchen,23,124.94,108.11,0,205,5,2,1,0,Winter
2023-02-26,Beauty,67,36.27,33.85,0,313,6,2,1,0,Winter
2023-02-26,Electronics,32,461.17,390.11,0,264,6,2,1,0,Winter
2023-02-26,Fashion,73,87.37,78.44,0,523,6,2,1,0,Winter
2023-02-26,Food & Grocery,100,26.09,24.61,0,553,6,2,1,0,Winter
2023-02-26,Home & Kitchen,16,124.87,137.59,0,200,6,2,1,0,Winter
2023-02-27,Beauty,108,30.07,38.48,1,601,0,2,0,0,Winter
2023-02-27,Electronics,45,467.37,412.79,0,270,0,2,0,0,Winter
2023-02-27,Fashion,75,81.36,81.41,0,340,0,2,0,0,Winter
2023-02-27,Food & Grocery,242,18.16,22.42,1,1269,0,2,0,0,Winter
2023-02-27,Home & Kitchen,32,118.33,125.82,0,141,0,2,0,0,Winter
2023-02-28,Beauty,49,36.93,30.57,0,391,1,2,0,0,Winter
2023-02-28,Electronics,49,434.99,487.59,0,350,1,2,0,0,Winter
2023-02-28,Fashion,68,84.87,91.01,0,526,1,2,0,0,Winter
2023-02-28,Food & Grocery,84,26.04,22.87,0,718,1,2,0,0,Winter
2023-02-28,Home & Kitchen,28,116.09,122.11,0,162,1,2,0,0,Winter
2023-03-01,Beauty,79,34.51,36.63,0,323,2,3,0,0,Spring
2023-03-01,Electronics,69,447.75,483.74,0,187,2,3,0,0,Spring
2023-03-01,Fashion,128,87.22,79.1,0,594,2,3,0,0,Spring
2023-03-01,Food & Grocery,205,25.01,24.86,0,644,2,3,0,0,Spring
2023-03-01,Home & Kitchen,50,122.97,129.24,0,219,2,3,0,0,Spring
2023-03-02,Beauty,70,35.31,37.37,0,249,3,3,0,0,Spring
2023-03-02,Electronics,66,459.12,475.21,0,274,3,3,0,0,Spring
2023-03-02,Fashion,277,65.31,85.92,1,729,3,3,0,0,Spring
2023-03-02,Food & Grocery,208,24.31,27.45,0,541,3,3,0,0,Spring
2023-03-02,Home & Kitchen,81,100.13,113.59,1,180,3,3,0,0,Spring
2023-03-03,Beauty,100,33.87,28.37,0,227,4,3,0,0,Spring
2023-03-03,Electronics,75,451.02,442.45,0,354,4,3,0,0,Spring
2023-03-03,Fashion,115,84.6,97.16,0,556,4,3,0,0,Spring
2023-03-03,Food & Grocery,188,25.86,25.0,0,519,4,3,0,0,Spring
2023-03-03,Home & Kitchen,34,131.01,106.97,0,191,4,3,0,0,Spring
2023-03-04,Beauty,94,35.96,32.47,0,261,5,3,1,0,Spring
2023-03-04,Electronics,40,448.73,420.16,0,354,5,3,1,0,Spring
2023-03-04,Fashion,163,81.41,93.68,0,440,5,3,1,0,Spring
2023-03-04,Food & Grocery,255,23.99,24.22,0,544,5,3,1,0,Spring
2023-03-04,Home & Kitchen,37,118.25,142.66,0,225,5,3,1,0,Spring
2023-03-05,Beauty,109,33.32,39.93,0,383,6,3,1,0,Spring
2023-03-05,Electronics,58,439.87,523.92,0,194,6,3,1,0,Spring
2023-03-05,Fashion,135,86.85,94.94,0,327,6,3,1,0,Spring
2023-03-05,Food & Grocery,223,25.09,25.79,0,787,6,3,1,0,Spring
2023-03-05,Home & Kitchen,40,121.91,121.37,0,152,6,3,1,0,Spring
2023-03-06,Beauty,81,34.63,33.53,0,396,0,3,0,0,Spring
2023-03-06,Electronics,75,453.5,390.54,0,269,0,3,0,0,Spring
2023-03-06,Fashion,112,89.15,84.5,0,412,0,3,0,0,Spring
2023-03-06,Food & Grocery,195,24.6,19.89,0,884,0,3,0,0,Spring
2023-03-06,Home & Kitchen,42,124.5,128.25,0,206,0,3,0,0,Spring
2023-03-07,Beauty,82,34.92,33.42,0,437,1,3,0,0,Spring
2023-03-07,Electronics,77,459.93,388.88,0,352,1,3,0,0,Spring
2023-03-07,Fashion,131,86.24,86.18,0,376,1,3,0,0,Spring
2023-03-07,Food & Grocery,431,20.08,25.43,1,1198,1,3,0,0,Spring
2023-03-07,Home & Kitchen,45,120.72,115.52,0,139,1,3,0,0,Spring
2023-03-08,Beauty,71,35.8,35.46,0,335,2,3,0,0,Spring
2023-03-08,Electronics,83,452.8,379.3,0,308,2,3,0,0,Spring
2023-03-08,Fashion,161,83.81,75.58,0,321,2,3,0,0,Spring
2023-03-08,Food & Grocery,183,25.56,23.33,0,462,2,3,0,0,Spring
2023-03-08,Home & Kitchen,56,117.18,141.91,0,192,2,3,0,0,Spring
2023-03-09,Beauty,88,34.36,32.28,0,250,3,3,0,0,Spring
2023-03-09,Electronics,71,453.28,475.05,0,317,3,3,0,0,Spring
2023-03-09,Fashion,201,72.78,89.57,1,715,3,3,0,0,Spring
2023-03-09,Food & Grocery,435,21.5,23.39,1,1281,3,3,0,0,Spring
2023-03-09,Home & Kitchen,99,101.18,130.03,1,316,3,3,0,0,Spring
2023-03-10,Beauty,65,36.16,36.5,0,374,4,3,0,0,Spring
2023-03-10,Electronics,141,384.86,451.77,1,397,4,3,0,0,Spring
2023-03-10,Fashion,128,86.44,90.87,0,323,4,3,0,0,Spring
2023-03-10,Food & Grocery,183,25.76,26.17,0,774,4,3,0,0,Spring
2023-03-10,Home & Kitchen,52,120.31,105.83,0,136,4,3,0,0,Spring
2023-03-11,Beauty,92,35.92,35.65,0,415,5,3,1,0,Spring
2023-03-11,Electronics,52,425.1,461.48,0,349,5,3,1,0,Spring
2023-03-11,Fashion,175,83.86,97.83,0,321,5,3,1,0,Spring
2023-03-11,Food & Grocery,219,26.23,22.81,0,686,5,3,1,0,Spring
2023-03-11,Home & Kitchen,32,115.85,133.36,0,130,5,3,1,0,Spring
2023-03-12,Beauty,83,35.58,32.96,0,417,6,3,1,0,Spring
2023-03-12,Electronics,66,412.88,448.25,0,300,6,3,1,0,Spring
