timestamp,hour_of_day,day_of_week,month,transaction_type,volume,value,is_weekend,is_holiday,is_month_end,fraud_flag
2024-01-03 00:00:00,0,2,1,card_payment,105,11517.77,0,1,0,0
2024-01-03 01:00:00,1,2,1,bank_transfer,18,23279.05,0,1,0,0
2024-01-03 02:00:00,2,2,1,card_payment,86,7135.89,0,1,0,0
2024-01-03 03:00:00,3,2,1,card_payment,76,7114.21,0,1,0,0
2024-01-03 04:00:00,4,2,1,card_payment,98,7728.94,0,1,0,0
2024-01-03 05:00:00,5,2,1,card_payment,89,8755.24,0,1,0,0
2024-01-03 06:00:00,6,2,1,card_payment,383,28933.54,0,1,0,0
2024-01-03 07:00:00,7,2,1,card_payment,426,39568.25,0,1,0,0
2024-01-03 08:00:00,8,2,1,direct_debit,57,14324.77,0,1,0,0
2024-01-03 09:00:00,9,2,1,card_payment,979,95460.02,0,1,0,0
2024-01-03 10:00:00,10,2,1,card_payment,989,80938.5,0,1,0,0
2024-01-03 11:00:00,11,2,1,card_payment,950,87725.41,0,1,0,0
2024-01-03 12:00:00,12,2,1,card_payment,731,70212.83,0,1,0,0
2024-01-03 13:00:00,13,2,1,bank_transfer,148,208572.28,0,1,0,0
2024-01-03 14:00:00,14,2,1,mobile_wallet,503,21056.38,0,1,0,0
2024-01-03 15:00:00,15,2,1,card_payment,600,51359.03,0,1,0,0
2024-01-03 16:00:00,16,2,1,card_payment,602,43125.87,0,1,0,0
2024-01-03 17:00:00,17,2,1,direct_debit,124,32976.35,0,1,0,0
2024-01-03 18:00:00,18,2,1,direct_debit,105,24488.26,0,1,0,0
2024-01-03 19:00:00,19,2,1,card_payment,884,57923.25,0,1,0,0
2024-01-03 20:00:00,20,2,1,mobile_wallet,639,22822.16,0,1,0,0
2024-01-03 21:00:00,21,2,1,card_payment,552,48648.33,0,1,0,0
2024-01-03 22:00:00,22,2,1,mobile_wallet,420,19340.14,0,1,0,0
2024-01-03 23:00:00,23,2,1,card_payment,576,48213.25,0,1,0,0
2024-01-04 00:00:00,0,3,1,direct_debit,12,3444.44,0,1,0,0
2024-01-04 01:00:00,1,3,1,direct_debit,16,4004.57,0,1,0,0
2024-01-04 02:00:00,2,3,1,mobile_wallet,87,4826.28,0,1,0,0
2024-01-04 03:00:00,3,3,1,card_payment,100,8591.7,0,1,0,0
2024-01-04 04:00:00,4,3,1,mobile_wallet,63,2609.86,0,1,0,0
2024-01-04 05:00:00,5,3,1,direct_debit,16,3075.96,0,1,0,0
2024-01-04 06:00:00,6,3,1,card_payment,413,35590.3,0,1,0,0
2024-01-04 07:00:00,7,3,1,mobile_wallet,253,12319.17,0,1,0,0
2024-01-04 08:00:00,8,3,1,mobile_wallet,228,11111.09,0,1,0,0
2024-01-04 09:00:00,9,3,1,mobile_wallet,663,27811.4,0,1,0,0
2024-01-04 10:00:00,10,3,1,direct_debit,136,38514.13,0,1,0,0
2024-01-04 11:00:00,11,3,1,card_payment,935,90232.62,0,1,0,0
2024-01-04 12:00:00,12,3,1,mobile_wallet,476,19517.62,0,1,0,0
2024-01-04 13:00:00,13,3,1,mobile_wallet,453,21352.67,0,1,0,0
2024-01-04 14:00:00,14,3,1,mobile_wallet,477,20318.98,0,1,0,0
2024-01-04 15:00:00,15,3,1,bank_transfer,136,168563.76,0,1,0,0
2024-01-04 16:00:00,16,3,1,direct_debit,70,19367.64,0,1,0,0
2024-01-04 17:00:00,17,3,1,direct_debit,101,26130.66,0,1,0,0
2024-01-04 18:00:00,18,3,1,card_payment,841,79178.5,0,1,0,0
2024-01-04 19:00:00,19,3,1,bank_transfer,195,214499.17,0,1,0,0
2024-01-04 20:00:00,20,3,1,bank_transfer,182,211996.7,0,1,0,0
2024-01-04 21:00:00,21,3,1,card_payment,591,48190.04,0,1,0,0
2024-01-04 22:00:00,22,3,1,mobile_wallet,399,19865.15,0,1,0,0
2024-01-04 23:00:00,23,3,1,bank_transfer,122,167382.26,0,1,0,0
2024-01-05 00:00:00,0,4,1,direct_debit,13,2996.67,0,1,0,0
2024-01-05 01:00:00,1,4,1,mobile_wallet,68,3263.67,0,1,0,0
2024-01-05 02:00:00,2,4,1,card_payment,91,7496.24,0,1,0,0
2024-01-05 03:00:00,3,4,1,mobile_wallet,79,3873.24,0,1,0,0
2024-01-05 04:00:00,4,4,1,card_payment,94,9923.91,0,1,0,0
2024-01-05 05:00:00,5,4,1,card_payment,103,8494.69,0,1,0,0
2024-01-05 06:00:00,6,4,1,card_payment,373,33823.93,0,1,0,0
2024-01-05 07:00:00,7,4,1,mobile_wallet,253,10881.17,0,1,0,0
2024-01-05 08:00:00,8,4,1,mobile_wallet,271,11753.82,0,1,0,0
2024-01-05 09:00:00,9,4,1,direct_debit,99,26327.74,0,1,0,0
2024-01-05 10:00:00,10,4,1,bank_transfer,210,209501.0,0,1,0,0
2024-01-05 11:00:00,11,4,1,bank_transfer,217,256254.83,0,1,0,0
2024-01-05 12:00:00,12,4,1,card_payment,720,63556.43,0,1,0,0
2024-01-05 13:00:00,13,4,1,mobile_wallet,529,23073.99,0,1,0,0
2024-01-05 14:00:00,14,4,1,mobile_wallet,491,20959.82,0,1,0,0
2024-01-05 15:00:00,15,4,1,card_payment,627,49215.08,0,1,0,0
2024-01-05 16:00:00,16,4,1,card_payment,583,42378.81,0,1,0,0
2024-01-05 17:00:00,17,4,1,card_payment,898,65225.34,0,1,0,0
2024-01-05 18:00:00,18,4,1,bank_transfer,170,179997.06,0,1,0,0
2024-01-05 19:00:00,19,4,1,mobile_wallet,600,22540.25,0,1,0,0
2024-01-05 20:00:00,20,4,1,mobile_wallet,615,28343.79,0,1,0,0
2024-01-05 21:00:00,21,4,1,card_payment,609,48516.29,0,1,0,0
2024-01-05 22:00:00,22,4,1,direct_debit,85,17668.11,0,1,0,0
2024-01-05 23:00:00,23,4,1,card_payment,599,53187.45,0,1,0,0
2024-01-06 00:00:00,0,5,1,mobile_wallet,40,1689.48,1,0,0,0
2024-01-06 01:00:00,1,5,1,mobile_wallet,37,1576.18,1,0,0,0
2024-01-06 02:00:00,2,5,1,mobile_wallet,29,1515.23,1,0,0,0
2024-01-06 03:00:00,3,5,1,card_payment,51,4210.92,1,0,0,0
2024-01-06 04:00:00,4,5,1,card_payment,37,2675.01,1,0,0,0
2024-01-06 05:00:00,5,5,1,direct_debit,9,2218.05,1,0,0,0
2024-01-06 06:00:00,6,5,1,direct_debit,51,12959.6,1,0,0,0
2024-01-06 07:00:00,7,5,1,bank_transfer,67,71525.92,1,0,0,0
2024-01-06 08:00:00,8,5,1,card_payment,194,18489.44,1,0,0,0
2024-01-06 09:00:00,9,5,1,direct_debit,126,30421.63,1,0,0,0
2024-01-06 10:00:00,10,5,1,card_payment,478,38506.19,1,0,0,0
2024-01-06 11:00:00,11,5,1,bank_transfer,202,210480.04,1,0,0,0
2024-01-06 12:00:00,12,5,1,card_payment,384,34011.5,1,0,0,0
2024-01-06 13:00:00,13,5,1,mobile_wallet,248,12556.93,1,0,0,0
2024-01-06 14:00:00,14,5,1,mobile_wallet,275,11782.11,1,0,0,0
2024-01-06 15:00:00,15,5,1,card_payment,301,26388.57,1,0,0,0
2024-01-06 16:00:00,16,5,1,card_payment,338,26482.12,1,0,0,0
2024-01-06 17:00:00,17,5,1,card_payment,438,41373.57,1,0,0,0
2024-01-06 18:00:00,18,5,1,card_payment,433,33212.98,1,0,0,0
2024-01-06 19:00:00,19,5,1,card_payment,434,36839.66,1,0,0,0
2024-01-06 20:00:00,20,5,1,mobile_wallet,308,14810.45,1,0,0,0
2024-01-06 21:00:00,21,5,1,mobile_wallet,195,6773.65,1,0,0,0
2024-01-06 22:00:00,22,5,1,mobile_wallet,193,9351.42,1,0,0,0
2024-01-06 23:00:00,23,5,1,bank_transfer,124,156965.23,1,0,0,0
2024-01-07 00:00:00,0,6,1,direct_debit,2,419.01,1,0,0,0
2024-01-07 01:00:00,1,6,1,card_payment,35,2421.7,1,0,0,1
2024-01-07 02:00:00,2,6,1,mobile_wallet,25,1083.18,1,0,0,0
2024-01-07 03:00:00,3,6,1,card_payment,44,4506.23,1,0,0,0
2024-01-07 04:00:00,4,6,1,card_payment,40,3617.47,1,0,0,0
2024-01-07 05:00:00,5,6,1,card_payment,32,2893.24,1,0,0,0
2024-01-07 06:00:00,6,6,1,card_payment,143,14256.59,1,0,0,0
2024-01-07 07:00:00,7,6,1,mobile_wallet,97,4453.52,1,0,0,0
2024-01-07 08:00:00,8,6,1,card_payment,120,10245.1,1,0,0,0
2024-01-07 09:00:00,9,6,1,bank_transfer,127,133345.19,1,0,0,0
2024-01-07 10:00:00,10,6,1,mobile_wallet,254,12568.09,1,0,0,0
2024-01-07 11:00:00,11,6,1,mobile_wallet,226,9067.88,1,0,0,0
2024-01-07 12:00:00,12,6,1,mobile_wallet,183,8126.11,1,0,0,0
2024-01-07 13:00:00,13,6,1,card_payment,249,19941.89,1,0,0,0
2024-01-07 14:00:00,14,6,1,card_payment,224,18274.61,1,0,0,0
2024-01-07 15:00:00,15,6,1,card_payment,241,23430.29,1,0,0,0
2024-01-07 16:00:00,16,6,1,direct_debit,42,8545.06,1,0,0,0
2024-01-07 17:00:00,17,6,1,card_payment,306,19057.96,1,0,0,0
2024-01-07 18:00:00,18,6,1,bank_transfer,106,117623.21,1,0,0,0
2024-01-07 19:00:00,19,6,1,card_payment,289,23739.77,1,0,0,0
2024-01-07 20:00:00,20,6,1,card_payment,316,27212.02,1,0,0,0
2024-01-07 21:00:00,21,6,1,bank_transfer,83,109251.22,1,0,0,0
2024-01-07 22:00:00,22,6,1,bank_transfer,72,88806.9,1,0,0,0
2024-01-07 23:00:00,23,6,1,card_payment,211,19130.5,1,0,0,0
2024-01-08 00:00:00,0,0,1,card_payment,69,5077.81,0,0,0,0
2024-01-08 01:00:00,1,0,1,bank_transfer,26,28055.37,0,0,0,0
2024-01-08 02:00:00,2,0,1,mobile_wallet,53,2382.06,0,0,0,0
2024-01-08 03:00:00,3,0,1,mobile_wallet,70,3241.01,0,0,0,0
2024-01-08 04:00:00,4,0,1,bank_transfer,22,24200.78,0,0,0,0
2024-01-08 05:00:00,5,0,1,card_payment,69,6480.44,0,0,0,0
2024-01-08 06:00:00,6,0,1,mobile_wallet,202,9444.23,0,0,0,0
2024-01-08 07:00:00,7,0,1,mobile_wallet,191,7497.4,0,0,0,0
2024-01-08 08:00:00,8,0,1,mobile_wallet,196,9310.02,0,0,0,0
2024-01-08 09:00:00,9,0,1,mobile_wallet,555,22570.11,0,0,0,0
2024-01-08 10:00:00,10,0,1,card_payment,732,56825.49,0,0,0,0
2024-01-08 11:00:00,11,0,1,mobile_wallet,529,23400.98,0,0,0,0
2024-01-08 12:00:00,12,0,1,card_payment,522,46359.21,0,0,0,0
2024-01-08 13:00:00,13,0,1,direct_debit,120,26547.41,0,0,0,0
2024-01-08 14:00:00,14,0,1,card_payment,520,48117.86,0,0,0,0
2024-01-08 15:00:00,15,0,1,bank_transfer,177,219533.27,0,0,0,0
2024-01-08 16:00:00,16,0,1,mobile_wallet,330,15520.88,0,0,0,0
2024-01-08 17:00:00,17,0,1,card_payment,619,50068.28,0,0,0,0
2024-01-08 18:00:00,18,0,1,mobile_wallet,495,22566.86,0,0,0,0
2024-01-08 19:00:00,19,0,1,bank_transfer,260,340839.96,0,0,0,0
2024-01-08 20:00:00,20,0,1,card_payment,688,62087.13,0,0,0,0
2024-01-08 21:00:00,21,0,1,mobile_wallet,314,12128.0,0,0,0,0
2024-01-08 22:00:00,22,0,1,direct_debit,104,27912.52,0,0,0,0
2024-01-08 23:00:00,23,0,1,card_payment,449,37010.05,0,0,0,0
2024-01-09 00:00:00,0,1,1,card_payment,94,9040.53,0,0,0,0
2024-01-09 01:00:00,1,1,1,bank_transfer,34,41333.52,0,0,0,0
2024-01-09 02:00:00,2,1,1,bank_transfer,27,34453.87,0,0,0,0
2024-01-09 03:00:00,3,1,1,card_payment,80,7314.25,0,0,0,0
2024-01-09 04:00:00,4,1,1,card_payment,67,4752.42,0,0,0,0
2024-01-09 05:00:00,5,1,1,mobile_wallet,43,1869.82,0,0,0,0
2024-01-09 06:00:00,6,1,1,mobile_wallet,235,11226.56,0,0,0,0
2024-01-09 07:00:00,7,1,1,direct_debit,75,18741.31,0,0,0,0
2024-01-09 08:00:00,8,1,1,direct_debit,70,18349.03,0,0,0,0
2024-01-09 09:00:00,9,1,1,mobile_wallet,535,26014.67,0,0,0,0
2024-01-09 10:00:00,10,1,1,card_payment,758,65086.71,0,0,0,0
2024-01-09 11:00:00,11,1,1,card_payment,799,61424.87,0,0,0,0
2024-01-09 12:00:00,12,1,1,mobile_wallet,403,22569.24,0,0,0,0
2024-01-09 13:00:00,13,1,1,card_payment,563,48421.35,0,0,0,0
2024-01-09 14:00:00,14,1,1,card_payment,532,50339.96,0,0,0,0
2024-01-09 15:00:00,15,1,1,card_payment,442,42999.34,0,0,0,0
2024-01-09 16:00:00,16,1,1,mobile_wallet,292,11047.07,0,0,0,0
2024-01-09 17:00:00,17,1,1,card_payment,673,53849.44,0,0,0,0
2024-01-09 18:00:00,18,1,1,card_payment,646,55249.98,0,0,0,0
2024-01-09 19:00:00,19,1,1,mobile_wallet,444,21285.18,0,0,0,0
2024-01-09 20:00:00,20,1,1,bank_transfer,271,331065.44,0,0,0,0
2024-01-09 21:00:00,21,1,1,direct_debit,109,28597.67,0,0,0,0
2024-01-09 22:00:00,22,1,1,card_payment,450,40538.68,0,0,0,0
2024-01-09 23:00:00,23,1,1,card_payment,472,36932.07,0,0,0,0
2024-01-10 00:00:00,0,2,1,card_payment,82,6166.88,0,0,0,0
2024-01-10 01:00:00,1,2,1,card_payment,87,7127.84,0,0,0,0
2024-01-10 02:00:00,2,2,1,card_payment,57,4481.72,0,0,0,0
2024-01-10 03:00:00,3,2,1,card_payment,79,6648.89,0,0,0,0
2024-01-10 04:00:00,4,2,1,mobile_wallet,61,2556.73,0,0,0,0
2024-01-10 05:00:00,5,2,1,card_payment,82,6995.95,0,0,0,0
2024-01-10 06:00:00,6,2,1,mobile_wallet,210,7558.54,0,0,0,0
2024-01-10 07:00:00,7,2,1,mobile_wallet,191,8264.74,0,0,0,0
2024-01-10 08:00:00,8,2,1,mobile_wallet,207,9568.97,0,0,0,0
2024-01-10 09:00:00,9,2,1,card_payment,746,72750.0,0,0,0,0
2024-01-10 10:00:00,10,2,1,card_payment,731,60552.99,0,0,0,0
2024-01-10 11:00:00,11,2,1,bank_transfer,304,430527.55,0,0,0,0
2024-01-10 12:00:00,12,2,1,card_payment,560,47043.65,0,0,0,0
2024-01-10 13:00:00,13,2,1,mobile_wallet,408,18632.88,0,0,0,0
2024-01-10 14:00:00,14,2,1,bank_transfer,213,235146.59,0,0,0,0
2024-01-10 15:00:00,15,2,1,card_payment,433,38149.72,0,0,0,0
2024-01-10 16:00:00,16,2,1,mobile_wallet,315,13811.19,0,0,0,0
2024-01-10 17:00:00,17,2,1,card_payment,685,52830.26,0,0,0,0
2024-01-10 18:00:00,18,2,1,card_payment,655,58014.61,0,0,0,0
2024-01-10 19:00:00,19,2,1,mobile_wallet,464,19043.58,0,0,0,0
2024-01-10 20:00:00,20,2,1,card_payment,687,57309.11,0,0,0,0
2024-01-10 21:00:00,21,2,1,card_payment,422,27800.03,0,0,0,0
2024-01-10 22:00:00,22,2,1,mobile_wallet,331,15507.16,0,0,0,0
2024-01-10 23:00:00,23,2,1,card_payment,447,35804.03,0,0,0,0
2024-01-11 00:00:00,0,3,1,mobile_wallet,53,1840.07,0,0,0,0
2024-01-11 01:00:00,1,3,1,card_payment,78,7008.27,0,0,0,0
2024-01-11 02:00:00,2,3,1,card_payment,87,8640.01,0,0,0,0
2024-01-11 03:00:00,3,3,1,card_payment,79,5501.13,0,0,0,0
2024-01-11 04:00:00,4,3,1,card_payment,74,5788.74,0,0,0,0
2024-01-11 05:00:00,5,3,1,bank_transfer,27,32275.14,0,0,0,0
2024-01-11 06:00:00,6,3,1,card_payment,314,28813.93,0,0,0,0
2024-01-11 07:00:00,7,3,1,mobile_wallet,201,9643.85,0,0,0,0
2024-01-11 08:00:00,8,3,1,mobile_wallet,207,8734.12,0,0,0,0
2024-01-11 09:00:00,9,3,1,card_payment,770,64023.0,0,0,0,0
2024-01-11 10:00:00,10,3,1,mobile_wallet,528,23903.67,0,0,0,0
2024-01-11 11:00:00,11,3,1,card_payment,792,72868.51,0,0,0,0
2024-01-11 12:00:00,12,3,1,card_payment,574,50047.03,0,0,0,0
2024-01-11 13:00:00,13,3,1,direct_debit,147,33202.33,0,0,0,0
2024-01-11 14:00:00,14,3,1,card_payment,518,47349.22,0,0,0,0
2024-01-11 15:00:00,15,3,1,direct_debit,112,20221.62,0,0,0,0
2024-01-11 16:00:00,16,3,1,card_payment,473,41829.1,0,0,0,0
2024-01-11 17:00:00,17,3,1,mobile_wallet,473,19666.26,0,0,0,0
2024-01-11 18:00:00,18,3,1,card_payment,688,64137.74,0,0,0,0
2024-01-11 19:00:00,19,3,1,card_payment,647,44667.0,0,0,0,0
2024-01-11 20:00:00,20,3,1,direct_debit,160,47437.98,0,0,0,0
2024-01-11 21:00:00,21,3,1,mobile_wallet,340,14079.24,0,0,0,0
2024-01-11 22:00:00,22,3,1,card_payment,507,39939.22,0,0,0,0
2024-01-11 23:00:00,23,3,1,direct_debit,120,32165.6,0,0,0,0
2024-01-12 00:00:00,0,4,1,card_payment,76,6194.92,0,0,0,0
2024-01-12 01:00:00,1,4,1,card_payment,71,6262.49,0,0,0,0
2024-01-12 02:00:00,2,4,1,card_payment,87,6274.84,0,0,0,0
2024-01-12 03:00:00,3,4,1,mobile_wallet,68,3171.55,0,0,0,0
2024-01-12 04:00:00,4,4,1,bank_transfer,34,39504.85,0,0,0,0
2024-01-12 05:00:00,5,4,1,card_payment,73,5530.78,0,0,0,0
2024-01-12 06:00:00,6,4,1,card_payment,335,26930.07,0,0,0,0
2024-01-12 07:00:00,7,4,1,card_payment,303,22124.01,0,0,0,0
2024-01-12 08:00:00,8,4,1,card_payment,282,22578.18,0,0,0,0
2024-01-12 09:00:00,9,4,1,direct_debit,183,48097.89,0,0,0,0
2024-01-12 10:00:00,10,4,1,bank_transfer,294,431448.77,0,0,0,0
2024-01-12 11:00:00,11,4,1,direct_debit,177,43323.37,0,0,0,0
2024-01-12 12:00:00,12,4,1,card_payment,565,51984.31,0,0,0,0
2024-01-12 13:00:00,13,4,1,mobile_wallet,368,13851.67,0,0,0,0
2024-01-12 14:00:00,14,4,1,bank_transfer,221,247574.12,0,0,0,0
2024-01-12 15:00:00,15,4,1,bank_transfer,170,209916.82,0,0,0,0
2024-01-12 16:00:00,16,4,1,bank_transfer,201,233347.85,0,0,0,0
2024-01-12 17:00:00,17,4,1,bank_transfer,287,340466.61,0,0,0,0
2024-01-12 18:00:00,18,4,1,bank_transfer,265,348622.15,0,0,0,0
2024-01-12 19:00:00,19,4,1,card_payment,674,57520.63,0,0,0,0
2024-01-12 20:00:00,20,4,1,bank_transfer,257,311776.53,0,0,0,0
2024-01-12 21:00:00,21,4,1,bank_transfer,172,176324.67,0,0,0,0
2024-01-12 22:00:00,22,4,1,card_payment,440,37828.55,0,0,0,0
2024-01-12 23:00:00,23,4,1,mobile_wallet,298,11568.8,0,0,0,0
2024-01-13 00:00:00,0,5,1,card_payment,45,3586.88,1,0,0,0
2024-01-13 01:00:00,1,5,1,card_payment,49,3685.99,1,0,0,0
2024-01-13 02:00:00,2,5,1,card_payment,57,5487.03,1,0,0,0
2024-01-13 03:00:00,3,5,1,bank_transfer,18,21506.83,1,0,0,0
2024-01-13 04:00:00,4,5,1,card_payment,40,3704.51,1,0,0,0
2024-01-13 05:00:00,5,5,1,card_payment,49,3359.27,1,0,0,0
2024-01-13 06:00:00,6,5,1,bank_transfer,91,104564.87,1,0,0,0
2024-01-13 07:00:00,7,5,1,card_payment,196,17175.45,1,0,0,0
2024-01-13 08:00:00,8,5,1,mobile_wallet,121,5852.95,1,0,0,0
2024-01-13 09:00:00,9,5,1,direct_debit,132,35771.74,1,0,0,0
2024-01-13 10:00:00,10,5,1,card_payment,498,34792.14,1,0,0,0
2024-01-13 11:00:00,11,5,1,card_payment,467,36819.72,1,0,0,0
2024-01-13 12:00:00,12,5,1,card_payment,381,30025.39,1,0,0,0
2024-01-13 13:00:00,13,5,1,mobile_wallet,241,10996.75,1,0,0,0
2024-01-13 14:00:00,14,5,1,mobile_wallet,239,9503.68,1,0,0,0
2024-01-13 15:00:00,15,5,1,card_payment,292,24274.12,1,0,0,0
2024-01-13 16:00:00,16,5,1,card_payment,314,26768.53,1,0,0,0
2024-01-13 17:00:00,17,5,1,direct_debit,79,19447.77,1,0,0,0
2024-01-13 18:00:00,18,5,1,card_payment,436,28371.86,1,0,0,0
2024-01-13 19:00:00,19,5,1,card_payment,437,31907.67,1,0,0,0
2024-01-13 20:00:00,20,5,1,mobile_wallet,305,15890.49,1,0,0,0
2024-01-13 21:00:00,21,5,1,mobile_wallet,184,7102.78,1,0,0,0
2024-01-13 22:00:00,22,5,1,bank_transfer,111,130300.44,1,0,0,0
2024-01-13 23:00:00,23,5,1,card_payment,283,24244.07,1,0,0,0
2024-01-14 00:00:00,0,6,1,card_payment,29,2544.87,1,0,0,0
2024-01-14 01:00:00,1,6,1,card_payment,36,3419.71,1,0,0,0
2024-01-14 02:00:00,2,6,1,mobile_wallet,30,1400.63,1,0,0,0
2024-01-14 03:00:00,3,6,1,card_payment,36,3054.79,1,0,0,0
2024-01-14 04:00:00,4,6,1,direct_debit,10,2470.21,1,0,0,0
2024-01-14 05:00:00,5,6,1,card_payment,29,2369.94,1,0,0,0
2024-01-14 06:00:00,6,6,1,card_payment,141,13412.88,1,0,0,0
2024-01-14 07:00:00,7,6,1,card_payment,152,12017.3,1,0,0,0
2024-01-14 08:00:00,8,6,1,direct_debit,41,10016.9,1,0,0,0
2024-01-14 09:00:00,9,6,1,bank_transfer,142,165618.57,1,0,0,0
2024-01-14 10:00:00,10,6,1,mobile_wallet,241,10151.46,1,0,0,0
2024-01-14 11:00:00,11,6,1,mobile_wallet,271,10277.3,1,0,0,0
2024-01-14 12:00:00,12,6,1,mobile_wallet,193,9041.27,1,0,0,0
2024-01-14 13:00:00,13,6,1,card_payment,236,17797.33,1,0,0,0
2024-01-14 14:00:00,14,6,1,bank_transfer,107,152833.33,1,0,0,0
2024-01-14 15:00:00,15,6,1,bank_transfer,73,82510.79,1,0,0,0
2024-01-14 16:00:00,16,6,1,bank_transfer,77,80033.35,1,0,0,0
2024-01-14 17:00:00,17,6,1,card_payment,275,21176.51,1,0,0,0
2024-01-14 18:00:00,18,6,1,mobile_wallet,220,9869.48,1,0,0,0
2024-01-14 19:00:00,19,6,1,mobile_wallet,212,8234.61,1,0,0,0
2024-01-14 20:00:00,20,6,1,mobile_wallet,204,10536.25,1,0,0,0
2024-01-14 21:00:00,21,6,1,card_payment,212,16980.25,1,0,0,0
2024-01-14 22:00:00,22,6,1,card_payment,191,15230.14,1,0,0,0
2024-01-14 23:00:00,23,6,1,bank_transfer,76,106794.69,1,0,0,0
2024-01-15 00:00:00,0,0,1,bank_transfer,23,25453.81,0,0,0,0
2024-01-15 01:00:00,1,0,1,card_payment,74,5524.68,0,0,0,0
2024-01-15 02:00:00,2,0,1,card_payment,82,6753.24,0,0,0,0
2024-01-15 03:00:00,3,0,1,mobile_wallet,52,2601.96,0,0,0,0
2024-01-15 04:00:00,4,0,1,bank_transfer,31,42639.96,0,0,0,0
2024-01-15 05:00:00,5,0,1,bank_transfer,30,38475.94,0,0,0,0
2024-01-15 06:00:00,6,0,1,direct_debit,71,19552.54,0,0,0,0
2024-01-15 07:00:00,7,0,1,card_payment,299,20707.73,0,0,0,0
2024-01-15 08:00:00,8,0,1,bank_transfer,109,136587.31,0,0,0,0
